"Data Source","World Development Indicators",

"Last Updated Date","2015-07-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Kyrgyz Republic","KGZ","Net migration","SM.POP.NETM","","","116848","","","","","110071","","","","","34140","","","","","17954","","","","","-39988","","","","","-120200","","","","","-271590","","","","","-32705","","","","","-241967","","","","","-128121","","","","","-175003","","",
"Cambodia","KHM","Net migration","SM.POP.NETM","","","0","","","","","-225001","","","","","-125000","","","","","-84999","","","","","-88854","","","","","-78022","","","","","409414","","","","","290309","","","","","-73009","","","","","-372904","","","","","-174997","","",
"Kiribati","KIR","Net migration","SM.POP.NETM","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","-4278","","","","","-2986","","","","","-853","","","","","-1000","","","","","-1000","","",
"St. Kitts and Nevis","KNA","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Net migration","SM.POP.NETM","","","-281388","","","","","-389118","","","","","-449729","","","","","-165179","","","","","317043","","","","","434981","","","","","-633048","","","","","-514637","","","","","-98270","","","","","337810","","","","","300000","","",
"Kosovo","","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Net migration","SM.POP.NETM","","","153599","","","","","137534","","","","","109162","","","","","101471","","","","","102745","","","","","118980","","","","","-601874","","","","","125523","","","","","200174","","","","","448950","","","","","299999","","",
"Latin America & Caribbean (developing only)","LAC","Net migration","SM.POP.NETM","","","-1225893","","","","","-1710975","","","","","-2143963","","","","","-2434094","","","","","-3676734","","","","","-3381089","","","","","-2945722","","","","","-4151929","","","","","-5879115","","","","","-5049016","","","","","-2956768","","",
"Lao PDR","LAO","Net migration","SM.POP.NETM","","","76","","","","","30","","","","","46","","","","","-198756","","","","","-35110","","","","","138","","","","","-45184","","","","","-131254","","","","","-172500","","","","","-74998","","","","","-74998","","",
"Lebanon","LBN","Net migration","SM.POP.NETM","","","20000","","","","","-70002","","","","","-10000","","","","","-270000","","","","","-214381","","","","","-228040","","","","","90000","","","","","-29428","","","","","550110","","","","","183370","","","","","500001","","",
"Liberia","LBR","Net migration","SM.POP.NETM","","","7996","","","","","11013","","","","","10996","","","","","11949","","","","","0","","","","","-400000","","","","","-300000","","","","","450000","","","","","-50000","","","","","175585","","","","","-20000","","",
"Libya","LBY","Net migration","SM.POP.NETM","","","45891","","","","","48002","","","","","58665","","","","","57534","","","","","113380","","","","","5490","","","","","3965","","","","","-20670","","","","","-74865","","","","","-88686","","","","","-238688","","",
"St. Lucia","LCA","Net migration","SM.POP.NETM","","","-9372","","","","","-7697","","","","","-9649","","","","","-8932","","","","","-8141","","","","","-4262","","","","","-4806","","","","","-948","","","","","-227","","","","","2850","","","","","40","","",
"Latin America & Caribbean (all income levels)","LCN","Net migration","SM.POP.NETM","","","-1269524","","","","","-1828823","","","","","-1806953","","","","","-2483363","","","","","-3720414","","","","","-3399279","","","","","-2871397","","","","","-4205086","","","","","-6239858","","","","","-5353359","","","","","-3111986","","",
"Least developed countries: UN classification","LDC","Net migration","SM.POP.NETM","","","-849805","","","","","-830291","","","","","-4761292","","","","","-4374706","","","","","-6382647","","","","","-3961778","","","","","2752287","","","","","-3449366","","","","","-4623381","","","","","-7441333","","","","","-4921359","","",
"Low income","LIC","Net migration","SM.POP.NETM","","","-525767","","","","","-344796","","","","","-1393008","","","","","-3125544","","","","","-5719013","","","","","-3413079","","","","","1891439","","","","","-1530347","","","","","-1585309","","","","","-2905527","","","","","-1180987","","",
"Liechtenstein","LIE","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Net migration","SM.POP.NETM","","","-47500","","","","","-38500","","","","","-145000","","","","","-237500","","","","","-395500","","","","","-137440","","","","","-255780","","","","","-400002","","","","","-100001","","","","","-383573","","","","","-316785","","",
"Lower middle income","LMC","Net migration","SM.POP.NETM","","","7720","","","","","-1804421","","","","","-2841341","","","","","-2558812","","","","","-2301996","","","","","-3975128","","","","","-7033241","","","","","-9380724","","","","","-15641625","","","","","-15936746","","","","","-13440900","","",
"Low & middle income","LMY","Net migration","SM.POP.NETM","","","-2893695","","","","","-3818070","","","","","-7267808","","","","","-8773954","","","","","-9260156","","","","","-10057023","","","","","-13476364","","","","","-15360751","","","","","-22405851","","","","","-24380936","","","","","-17004655","","",
"Lesotho","LSO","Net migration","SM.POP.NETM","","","-25000","","","","","-22400","","","","","-24048","","","","","-6538","","","","","-25760","","","","","-62682","","","","","-46345","","","","","-74427","","","","","-34493","","","","","-24418","","","","","-19998","","",
"Lithuania","LTU","Net migration","SM.POP.NETM","","","24715","","","","","26314","","","","","37782","","","","","38815","","","","","43804","","","","","36863","","","","","-100301","","","","","-99165","","","","","-155484","","","","","-160222","","","","","-28394","","",
"Luxembourg","LUX","Net migration","SM.POP.NETM","","","8527","","","","","5918","","","","","15284","","","","","11846","","","","","2552","","","","","12831","","","","","20040","","","","","19940","","","","","14473","","","","","42279","","","","","25602","","",
"Latvia","LVA","Net migration","SM.POP.NETM","","","76276","","","","","69482","","","","","54668","","","","","41271","","","","","39884","","","","","42002","","","","","-135622","","","","","-39042","","","","","-82692","","","","","-86168","","","","","-10000","","",
"Macao SAR, China","MAC","Net migration","SM.POP.NETM","","","19802","","","","","36083","","","","","-7003","","","","","-6011","","","","","32747","","","","","37411","","","","","18844","","","","","20203","","","","","29866","","","","","56322","","","","","35000","","",
"St. Martin (French part)","MAF","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Net migration","SM.POP.NETM","","","-355373","","","","","-415001","","","","","-587914","","","","","-455032","","","","","-438928","","","","","-453748","","","","","-610547","","","","","-570891","","","","","-754890","","","","","-624912","","","","","-450000","","",
"Monaco","MCO","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Net migration","SM.POP.NETM","","","100890","","","","","74449","","","","","55824","","","","","-26414","","","","","-9185","","","","","-84531","","","","","-131953","","","","","-249562","","","","","-316679","","","","","-170376","","","","","-103050","","",
"Madagascar","MDG","Net migration","SM.POP.NETM","","","0","","","","","-8000","","","","","-19000","","","","","-30000","","","","","-8000","","","","","-8000","","","","","-7000","","","","","-6000","","","","","-5000","","","","","-5000","","","","","-5000","","",
"Maldives","MDV","Net migration","SM.POP.NETM","","","-581","","","","","-2904","","","","","2415","","","","","0","","","","","0","","","","","-2605","","","","","-3072","","","","","-1100","","","","","-105","","","","","-53","","","","","-53","","",
"Middle East & North Africa (all income levels)","MEA","Net migration","SM.POP.NETM","","","-354437","","","","","-677324","","","","","-847756","","","","","-70795","","","","","2165859","","","","","339748","","","","","-2975943","","","","","-1624618","","","","","1799874","","","","","5261664","","","","","962527","","",
"Mexico","MEX","Net migration","SM.POP.NETM","","","-322668","","","","","-538062","","","","","-844176","","","","","-937125","","","","","-1904261","","","","","-1377252","","","","","-796462","","","","","-1838905","","","","","-2929461","","","","","-2051370","","","","","-1200191","","",
"Marshall Islands","MHL","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Net migration","SM.POP.NETM","","","-2367928","","","","","-3473274","","","","","-5874800","","","","","-5648410","","","","","-3541143","","","","","-6643944","","","","","-15367803","","","","","-13830404","","","","","-20820542","","","","","-21475409","","","","","-15823668","","",
"Macedonia, FYR","MKD","Net migration","SM.POP.NETM","","","-40940","","","","","-28981","","","","","-61002","","","","","-14749","","","","","-72752","","","","","-52461","","","","","-129829","","","","","28981","","","","","3545","","","","","-8588","","","","","-4999","","",
"Mali","MLI","Net migration","SM.POP.NETM","","","-70243","","","","","-98235","","","","","-95585","","","","","-174998","","","","","-218064","","","","","-480652","","","","","-173489","","","","","-141950","","","","","-67110","","","","","-100823","","","","","-302449","","",
"Malta","MLT","Net migration","SM.POP.NETM","","","-26384","","","","","-12601","","","","","-9682","","","","","3740","","","","","5757","","","","","2316","","","","","5791","","","","","2160","","","","","3490","","","","","6735","","","","","4512","","",
"Myanmar","MMR","Net migration","SM.POP.NETM","","","0","","","","","0","","","","","0","","","","","0","","","","","-54660","","","","","-136990","","","","","-125820","","","","","4000","","","","","-1000000","","","","","-800000","","","","","-100000","","",
"Middle East & North Africa (developing only)","MNA","Net migration","SM.POP.NETM","","","-855265","","","","","-1125447","","","","","-1935628","","","","","-1775741","","","","","302013","","","","","-724300","","","","","-3091374","","","","","-1463268","","","","","-1988564","","","","","-619826","","","","","-1632058","","",
"Montenegro","MNE","Net migration","SM.POP.NETM","","","-13587","","","","","-9421","","","","","-13915","","","","","-10302","","","","","-15589","","","","","-5027","","","","","-19369","","","","","-21230","","","","","-5558","","","","","-3316","","","","","-2500","","",
"Mongolia","MNG","Net migration","SM.POP.NETM","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","-88432","","","","","-52463","","","","","-15001","","","","","-15001","","","","","-15001","","",
"Northern Mariana Islands","MNP","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Net migration","SM.POP.NETM","","","-23500","","","","","-23500","","","","","-23500","","","","","87373","","","","","-373366","","","","","-1300000","","","","","650000","","","","","75000","","","","","-20000","","","","","-20000","","","","","-25004","","",
"Mauritania","MRT","Net migration","SM.POP.NETM","","","-1820","","","","","-2760","","","","","-5950","","","","","-9700","","","","","-16100","","","","","-30300","","","","","-14700","","","","","9900","","","","","30000","","","","","9900","","","","","-20000","","",
"Mauritius","MUS","Net migration","SM.POP.NETM","","","-30869","","","","","-29156","","","","","-20463","","","","","-20617","","","","","-21632","","","","","-35977","","","","","-5611","","","","","-8858","","","","","-28626","","","","","-14328","","","","","0","","",
"Malawi","MWI","Net migration","SM.POP.NETM","","","-6874","","","","","-9696","","","","","29207","","","","","54","","","","","-83786","","","","","784999","","","","","-932889","","","","","-179091","","","","","-22289","","","","","110888","","","","","0","","",
"Malaysia","MYS","Net migration","SM.POP.NETM","","","80684","","","","","-18722","","","","","-31056","","","","","-6950","","","","","158020","","","","","435408","","","","","298812","","","","","397501","","","","","490830","","","","","648242","","","","","450000","","",
"North America","NAC","Net migration","SM.POP.NETM","","","1131868","","","","","2103694","","","","","3612026","","","","","4310836","","","","","4012189","","","","","4791811","","","","","5153644","","","","","9230958","","","","","6351145","","","","","6476315","","","","","6100001","","",
"Namibia","NAM","Net migration","SM.POP.NETM","","","0","","","","","-870","","","","","-2825","","","","","-44585","","","","","-29139","","","","","74791","","","","","23492","","","","","35497","","","","","-50000","","","","","-50000","","","","","-3336","","",
"New Caledonia","NCL","Net migration","SM.POP.NETM","","","3347","","","","","1106","","","","","6442","","","","","-1222","","","","","-2085","","","","","475","","","","","4778","","","","","5571","","","","","4771","","","","","4234","","","","","5660","","",
"Niger","NER","Net migration","SM.POP.NETM","","","-11545","","","","","-11545","","","","","-13763","","","","","-18138","","","","","-92946","","","","","-91917","","","","","-2679","","","","","24056","","","","","-28497","","","","","-28497","","","","","-28497","","",
"Nigeria","NGA","Net migration","SM.POP.NETM","","","1021","","","","","-43347","","","","","-38526","","","","","854649","","","","","-671640","","","","","-91407","","","","","-95769","","","","","-95027","","","","","-170000","","","","","-300000","","","","","-300000","","",
"Nicaragua","NIC","Net migration","SM.POP.NETM","","","-14000","","","","","-19000","","","","","-40006","","","","","-59950","","","","","-110150","","","","","-155700","","","","","-113950","","","","","-157800","","","","","-206400","","","","","-200000","","","","","-120000","","",
"Netherlands","NLD","Net migration","SM.POP.NETM","","","11589","","","","","54636","","","","","179460","","","","","180718","","","","","79525","","","","","133845","","","","","220083","","","","","153553","","","","","144620","","","","","55674","","","","","50006","","",
"High income: nonOECD","NOC","Net migration","SM.POP.NETM","","","-871191","","","","","-370139","","","","","1160531","","","","","2789989","","","","","3435862","","","","","2506226","","","","","2021020","","","","","2410283","","","","","5178879","","","","","7896448","","","","","4175983","","",
"Norway","NOR","Net migration","SM.POP.NETM","","","-2274","","","","","13867","","","","","29273","","","","","20728","","","","","24805","","","","","38715","","","","","46903","","","","","58773","","","","","67400","","","","","174001","","","","","149997","","",
"Nepal","NPL","Net migration","SM.POP.NETM","","","-70000","","","","","-21075","","","","","-5799","","","","","-41002","","","","","-101147","","","","","-216407","","","","","47899","","","","","-132784","","","","","-637797","","","","","-837223","","","","","-400570","","",
"New Zealand","NZL","Net migration","SM.POP.NETM","","","42751","","","","","-2624","","","","","76678","","","","","-74794","","","","","-2908","","","","","-9418","","","","","118016","","","","","42584","","","","","134629","","","","","62413","","","","","75003","","",
"High income: OECD","OEC","Net migration","SM.POP.NETM","","","3511726","","","","","3729830","","","","","6221045","","","","","5817323","","","","","5838471","","","","","7688107","","","","","11594280","","","","","13087620","","","","","16978694","","","","","16485612","","","","","12778950","","",
"OECD members","OED","Net migration","SM.POP.NETM","","","2929889","","","","","2871999","","","","","5062070","","","","","4512200","","","","","3856619","","","","","6160855","","","","","10597817","","","","","11098717","","","","","13949231","","","","","14384242","","","","","11928759","","",
"Oman","OMN","Net migration","SM.POP.NETM","","","-10000","","","","","-5000","","","","","25470","","","","","76409","","","","","81500","","","","","9000","","","","","65500","","","","","-209243","","","","","106793","","","","","32567","","","","","1029938","","",
"Other small states","OSS","Net migration","SM.POP.NETM","","","-123209","","","","","-59546","","","","","-101060","","","","","-204713","","","","","-58052","","","","","83614","","","","","-213837","","","","","-287671","","","","","-160342","","","","","-215481","","","","","-121625","","",
"Pakistan","PAK","Net migration","SM.POP.NETM","","","-93268","","","","","-209978","","","","","-138106","","","","","700000","","","","","1345233","","","","","139790","","","","","-1400001","","","","","-187332","","","","","-1754207","","","","","-1847104","","","","","-1634420","","",
"Panama","PAN","Net migration","SM.POP.NETM","","","-11016","","","","","-11643","","","","","-11199","","","","","-12427","","","","","-11881","","","","","-9069","","","","","401","","","","","10827","","","","","16852","","","","","22758","","","","","28575","","",
"Peru","PER","Net migration","SM.POP.NETM","","","0","","","","","0","","","","","0","","","","","-36000","","","","","-80000","","","","","-180000","","","","","-300000","","","","","-350000","","","","","-624999","","","","","-724999","","","","","-300001","","",
"Philippines","PHL","Net migration","SM.POP.NETM","","","0","","","","","-272134","","","","","-238011","","","","","-313865","","","","","-176977","","","","","-298965","","","","","-695162","","","","","-775924","","","","","-1127900","","","","","-1233365","","","","","-700000","","",
"Palau","PLW","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Net migration","SM.POP.NETM","","","-4317","","","","","2993","","","","","-7352","","","","","-8243","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","",
"Poland","POL","Net migration","SM.POP.NETM","","","-10196","","","","","-143114","","","","","-170903","","","","","-106595","","","","","-83891","","","","","-221048","","","","","-221614","","","","","-232873","","","","","-114610","","","","","-70353","","","","","-38090","","",
"Puerto Rico","PRI","Net migration","SM.POP.NETM","","","-91587","","","","","-134255","","","","","-41031","","","","","-19579","","","","","-48420","","","","","-55192","","","","","-296","","","","","-30450","","","","","-145704","","","","","-138043","","","","","-103537","","",
"Korea, Dem. Rep.","PRK","Net migration","SM.POP.NETM","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","",
"Portugal","PRT","Net migration","SM.POP.NETM","","","-547884","","","","","-701600","","","","","108187","","","","","198629","","","","","-66894","","","","","-147873","","","","","149122","","","","","173604","","","","","180000","","","","","100001","","","","","99995","","",
"Paraguay","PRY","Net migration","SM.POP.NETM","","","-69195","","","","","-64534","","","","","-57676","","","","","-45421","","","","","-20790","","","","","-16904","","","","","-30440","","","","","-42970","","","","","-44556","","","","","-40000","","","","","-40000","","",
"Pacific island small states","PSS","Net migration","SM.POP.NETM","","","3516","","","","","-16075","","","","","-37893","","","","","-46282","","","","","-44913","","","","","-103525","","","","","-68380","","","","","-92629","","","","","-104755","","","","","-76214","","","","","-70548","","",
"French Polynesia","PYF","Net migration","SM.POP.NETM","","","3190","","","","","3344","","","","","4388","","","","","3844","","","","","3650","","","","","241","","","","","-4324","","","","","3483","","","","","77","","","","","-3463","","","","","-500","","",
"Qatar","QAT","Net migration","SM.POP.NETM","","","16337","","","","","20912","","","","","34368","","","","","28315","","","","","101975","","","","","57517","","","","","-22453","","","","","42840","","","","","170402","","","","","857088","","","","","499998","","",
"Romania","ROU","Net migration","SM.POP.NETM","","","-81706","","","","","55198","","","","","70347","","","","","-100067","","","","","-127234","","","","","-120603","","","","","-410768","","","","","-328262","","","","","-52137","","","","","-54550","","","","","-44999","","",
"Russian Federation","RUS","Net migration","SM.POP.NETM","","","-1394343","","","","","-550617","","","","","-290289","","","","","639801","","","","","1107000","","","","","906615","","","","","2219718","","","","","2308220","","","","","1635324","","","","","2257350","","","","","1100002","","",
"Rwanda","RWA","Net migration","SM.POP.NETM","","","-140001","","","","","20000","","","","","-20000","","","","","-20000","","","","","-50002","","","","","29999","","","","","-1533124","","","","","1791149","","","","","-63536","","","","","-63536","","","","","-44999","","",
"South Asia","SAS","Net migration","SM.POP.NETM","","","-454795","","","","","-690613","","","","","-1195772","","","","","-707680","","","","","-3007495","","","","","-2094883","","","","","499516","","","","","-2538677","","","","","-6243225","","","","","-10339792","","","","","-7076435","","",
"Saudi Arabia","SAU","Net migration","SM.POP.NETM","","","125935","","","","","187426","","","","","491874","","","","","995676","","","","","1391626","","","","","538413","","","","","-121511","","","","","-876891","","","","","2197524","","","","","157126","","","","","300000","","",
"Sudan","SDN","Net migration","SM.POP.NETM","","","0","","","","","0","","","","","20000","","","","","180000","","","","","220000","","","","","150000","","","","","1200000","","","","","-640000","","","","","-430000","","","","","-500000","","","","","-800000","","",
"Senegal","SEN","Net migration","SM.POP.NETM","","","50002","","","","","86522","","","","","65586","","","","","-134783","","","","","-85108","","","","","-60291","","","","","-70008","","","","","-209864","","","","","-151131","","","","","-166051","","","","","-99996","","",
"Singapore","SGP","Net migration","SM.POP.NETM","","","428","","","","","-363","","","","","5889","","","","","14266","","","","","137811","","","","","119801","","","","","248927","","","","","255243","","","","","435595","","","","","449245","","","","","400000","","",
"Solomon Islands","SLB","Net migration","SM.POP.NETM","","","2348","","","","","2188","","","","","2118","","","","","182","","","","","-1","","","","","-1832","","","","","-971","","","","","-677","","","","","-4898","","","","","-11896","","","","","-11868","","",
"Sierra Leone","SLE","Net migration","SM.POP.NETM","","","0","","","","","0","","","","","0","","","","","0","","","","","0","","","","","62745","","","","","-450000","","","","","-150000","","","","","500000","","","","","60000","","","","","-21000","","",
"El Salvador","SLV","Net migration","SM.POP.NETM","","","-14630","","","","","-53340","","","","","-96980","","","","","-192600","","","","","-253160","","","","","-290750","","","","","-255475","","","","","-401760","","","","","-355705","","","","","-291710","","","","","-225002","","",
"San Marino","SMR","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Net migration","SM.POP.NETM","","","-1046","","","","","1489","","","","","-6","","","","","1587565","","","","","-832045","","","","","-632286","","","","","-893365","","","","","-100004","","","","","-200000","","","","","-300000","","","","","-150000","","",
"Serbia","SRB","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","428038","","","","","-202845","","","","","-323540","","","","","-240636","","","","","-99999","","",
"Sub-Saharan Africa (developing only)","SSA","Net migration","SM.POP.NETM","","","-253421","","","","","-116964","","","","","-775928","","","","","-1028458","","","","","-1520454","","","","","-1365299","","","","","727689","","","","","-1795335","","","","","-867659","","","","","-681999","","","","","-1543285","","",
"South Sudan","SSD","Net migration","SM.POP.NETM","","","0","","","","","0","","","","","25000","","","","","60000","","","","","150000","","","","","-405000","","","","","-1095000","","","","","400000","","","","","432000","","","","","785000","","","","","865000","","",
"Sub-Saharan Africa (all income levels)","SSF","Net migration","SM.POP.NETM","","","-254272","","","","","-117962","","","","","-845698","","","","","-1058658","","","","","-1458553","","","","","-1355594","","","","","743314","","","","","-1775470","","","","","-840146","","","","","-663110","","","","","-1524836","","",
"Small states","SST","Net migration","SM.POP.NETM","","","-368366","","","","","-352179","","","","","-439879","","","","","-551400","","","","","-368923","","","","","-350533","","","","","-503638","","","","","-533129","","","","","-374990","","","","","-424258","","","","","-314967","","",
"Sao Tome and Principe","STP","Net migration","SM.POP.NETM","","","-9152","","","","","-744","","","","","-2509","","","","","-1221","","","","","-5273","","","","","-2548","","","","","-3732","","","","","-9107","","","","","-5998","","","","","-1498","","","","","-1500","","",
"Suriname","SUR","Net migration","SM.POP.NETM","","","-11050","","","","","-13862","","","","","-56820","","","","","-40352","","","","","-31771","","","","","-4845","","","","","-3342","","","","","-5655","","","","","3","","","","","-4998","","","","","-5000","","",
"Slovak Republic","SVK","Net migration","SM.POP.NETM","","","-26427","","","","","-57838","","","","","-15254","","","","","-9696","","","","","-34777","","","","","-35312","","","","","-15108","","","","","-2964","","","","","5787","","","","","30200","","","","","14999","","",
"Slovenia","SVN","Net migration","SM.POP.NETM","","","-15206","","","","","-20295","","","","","15108","","","","","29487","","","","","78426","","","","","30143","","","","","-16487","","","","","1375","","","","","16824","","","","","44720","","","","","22000","","",
"Sweden","SWE","Net migration","SM.POP.NETM","","","80351","","","","","130980","","","","","18798","","","","","88567","","","","","29799","","","","","134569","","","","","156460","","","","","58470","","","","","141723","","","","","262453","","","","","200000","","",
"Swaziland","SWZ","Net migration","SM.POP.NETM","","","-9908","","","","","-9472","","","","","-7872","","","","","-9472","","","","","-14496","","","","","17149","","","","","-38243","","","","","-12000","","","","","-46077","","","","","-6000","","","","","-6000","","",
"Sint Maarten (Dutch part)","SXM","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Net migration","SM.POP.NETM","","","-851","","","","","-998","","","","","230","","","","","-200","","","","","-3099","","","","","-5295","","","","","625","","","","","-135","","","","","2513","","","","","-1111","","","","","-1551","","",
"Syrian Arab Republic","SYR","Net migration","SM.POP.NETM","","","-16000","","","","","-16000","","","","","-81501","","","","","-161672","","","","","-87001","","","","","-146501","","","","","-70000","","","","","-130000","","","","","-379910","","","","","1140716","","","","","-1500000","","",
"Turks and Caicos Islands","TCA","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Net migration","SM.POP.NETM","","","-5000","","","","","-40950","","","","","-49050","","","","","-175500","","","","","-131245","","","","","1418","","","","","-10374","","","","","69444","","","","","218966","","","","","-50000","","","","","-120000","","",
"Togo","TGO","Net migration","SM.POP.NETM","","","-77885","","","","","138923","","","","","-49999","","","","","-100000","","","","","50001","","","","","-20000","","","","","-95003","","","","","-30000","","","","","-9994","","","","","-9994","","","","","-9994","","",
"Thailand","THA","Net migration","SM.POP.NETM","","","0","","","","","0","","","","","402578","","","","","287226","","","","","341913","","","","","504673","","","","","-1107538","","","","","595805","","","","","1102862","","","","","-710068","","","","","100000","","",
"Tajikistan","TJK","Net migration","SM.POP.NETM","","","77739","","","","","34640","","","","","28954","","","","","-5749","","","","","-21870","","","","","-37962","","","","","-289263","","","","","-324793","","","","","-96542","","","","","-62356","","","","","-99999","","",
"Turkmenistan","TKM","Net migration","SM.POP.NETM","","","36261","","","","","36429","","","","","31549","","","","","16341","","","","","-25116","","","","","-34319","","","","","43633","","","","","-60324","","","","","-114454","","","","","-57048","","","","","-24998","","",
"Timor-Leste","TLS","Net migration","SM.POP.NETM","","","1319","","","","","1998","","","","","2264","","","","","-97345","","","","","10878","","","","","3531","","","","","-4381","","","","","-162210","","","","","0","","","","","-74895","","","","","-75000","","",
"Tonga","TON","Net migration","SM.POP.NETM","","","103","","","","","-3147","","","","","-7635","","","","","-7889","","","","","-12542","","","","","-10902","","","","","-11082","","","","","-8701","","","","","-8129","","","","","-8196","","","","","-8078","","",
"Trinidad and Tobago","TTO","Net migration","SM.POP.NETM","","","-57936","","","","","-61563","","","","","-29357","","","","","-30858","","","","","-34278","","","","","-45071","","","","","-31973","","","","","-32545","","","","","-13159","","","","","-11303","","","","","-15000","","",
"Tunisia","TUN","Net migration","SM.POP.NETM","","","-81793","","","","","-106345","","","","","-103398","","","","","-72071","","","","","-24144","","","","","66281","","","","","43875","","","","","-53050","","","","","-71377","","","","","-32941","","","","","-32941","","",
"Turkey","TUR","Net migration","SM.POP.NETM","","","-259169","","","","","-319769","","","","","-314799","","","","","-367998","","","","","-77591","","","","","-150000","","","","","-200001","","","","","-149998","","","","","-100002","","","","","-50000","","","","","350000","","",
"Tuvalu","TUV","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Taiwan, China","TWN","Net migration","SM.POP.NETM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Net migration","SM.POP.NETM","","","27000","","","","","36025","","","","","118990","","","","","-22250","","","","","37180","","","","","68208","","","","","591288","","","","","-205875","","","","","-345000","","","","","-300000","","","","","-150000","","",
"Uganda","UGA","Net migration","SM.POP.NETM","","","125200","","","","","53330","","","","","-240530","","","","","-166660","","","","","-115340","","","","","233366","","","","","119995","","","","","-45737","","","","","-5000","","","","","-135000","","","","","-150000","","",
"Ukraine","UKR","Net migration","SM.POP.NETM","","","454164","","","","","267633","","","","","209851","","","","","104383","","","","","189092","","","","","0","","","","","74421","","","","","-462264","","","","","-165445","","","","","235195","","","","","-40006","","",
"Upper middle income","UMC","Net migration","SM.POP.NETM","","","-2375648","","","","","-1668853","","","","","-3033459","","","","","-3089598","","","","","-1239147","","","","","-2668816","","","","","-8334562","","","","","-4449680","","","","","-5178917","","","","","-5538663","","","","","-2382768","","",
"Uruguay","URY","Net migration","SM.POP.NETM","","","-6000","","","","","-34000","","","","","-136000","","","","","-60000","","","","","-30000","","","","","-30000","","","","","-20000","","","","","-26000","","","","","-104000","","","","","-50000","","","","","-30000","","",
"United States","USA","Net migration","SM.POP.NETM","","","958653","","","","","1495166","","","","","2840500","","","","","3872809","","","","","3636060","","","","","3916798","","","","","4454880","","","","","8469347","","","","","5322320","","","","","5224810","","","","","5000002","","",
"Uzbekistan","UZB","Net migration","SM.POP.NETM","","","132516","","","","","123427","","","","","191277","","","","","-44307","","","","","-115457","","","","","-374399","","","","","-275213","","","","","-374203","","","","","-779620","","","","","-443424","","","","","-200000","","",
"St. Vincent and the Grenadines","VCT","Net migration","SM.POP.NETM","","","-9326","","","","","-10014","","","","","-8792","","","","","-7257","","","","","-7345","","","","","-7103","","","","","-8682","","","","","-7948","","","","","-5200","","","","","-5122","","","","","-5000","","",
