"Data Source","World Development Indicators",

"Last Updated Date","2015-07-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Aruba","ABW","Population growth (annual %)","SP.POP.GROW","3.13488848888506","2.23826641947257","1.41681201454265","0.834201591126862","0.583861110280782","0.578728590754692","0.611792786981821","0.582235730548446","0.577152606101054","0.578949434953578","0.579003052326936","0.629522006743007","0.689097095872022","0.649525966161438","0.473651973587429","0.214556939876044","-0.10887137758427","-0.368732590907129","-0.431636236920108","-0.213184185199242","0.19654552690225","0.780690671039871","1.27471765670374","1.39219394958572","1.00292758928186","0.313048984788941","-0.611116549561172","-1.29983594101671","-1.23341839633707","-0.0737046442721564","1.81203204418264","3.90517473443176","5.43872451160046","6.06013455831489","5.63427330999844","4.61916459754323","3.50938955188277","2.67090508273814","2.11792102655521","1.96058015820174","2.06165356601521","2.21612099555933","2.23652004783367","2.10413470867324","1.7644782118065","1.29697501067185","0.795579245710459","0.385055586154528","0.123418408955994","0.0729919839866315","0.176341695328373","0.329191714718796","0.442452610053718","0.513408663233021","0.504018668828521",
"Andorra","AND","Population growth (annual %)","SP.POP.GROW","7.10504086061674","6.92612118037125","6.72477027466789","6.50830528740628","6.25942190439657","6.0038571810271","5.73500592964419","5.49134262523241","5.3151359935138","5.22043375949646","5.14689001465698","5.14168503276594","5.08002150974561","4.85918203397541","4.44440620947133","3.95933481954496","3.44105517078338","3.06143195849745","2.93789452466301","3.13013230245567","3.51041941895245","3.91268558972999","4.20350603888175","4.37712105412758","4.40920568445481","4.33739995274962","4.21082490308574","4.09226021647152","3.99086219733828","3.92352035250015","3.85612472820466","3.89130356082097","3.85934482925379","3.50140432254517","2.7550040858642","1.81261431943126","0.655596753752161","-0.286684936620815","-0.455082926942068","0.4457206537753","2.03122450419062","3.90007373497326","5.21319132366805","5.43852861457037","4.41821533100484","2.69914004225634","0.801966284688295","-0.717051040992524","-1.64085511517049","-1.65170055952771","-0.960624634811087","-0.0539249685665758","0.63370351290381","1.08899526487791","1.17337624490539",
"Afghanistan","AFG","Population growth (annual %)","SP.POP.GROW","1.9589936626479","2.02064819102562","2.08060114655946","2.13980240942024","2.19872233879581","2.25654099160833","2.27910046689211","2.29355680404985","2.35772586513165","2.48582259279297","2.63461986175251","2.75610870787623","2.79479591384902","2.72753086665571","2.5351006774156","2.24135668993182","2.01137758078773","1.7619558902719","1.25896792233923","0.434907122332274","-0.58021404446499","-1.65732974337951","-2.57292396170168","-3.15639115314434","-3.21841240630323","-2.78190516770025","-2.33903985640474","-1.78573278303325","-0.450815957909817","1.81732489646289","4.49703942528469","7.24007886047023","9.08766506585775","9.41419517332834","8.27812149046478","6.46553135525955","4.60749389726062","3.23732925546317","2.46966824897887","2.48334185206468","2.99801931910418","3.58820389839844","3.92708305971564","4.03124840806881","3.83007828375228","3.44625338842154","3.05190805437294","2.76259872885098","2.55890911225605","2.46992920464508","2.4584170854777","2.46143726536565","2.44049378452997","2.40880690890502","2.35759961085562",
"Angola","AGO","Population growth (annual %)","SP.POP.GROW","1.78296165052712","1.80994528851118","1.82997483118794","1.82666298624001","1.79275136074568","1.74406350444294","1.69361378145188","1.6685750579132","1.68912482356601","1.76739272604535","1.88682497470917","2.02267822479346","2.15295594858392","2.27448880108253","2.37972410905744","2.47546359166046","2.54513821741769","2.62101235655756","2.75019566080347","2.94542937577328","3.1650891626214","3.40761218396485","3.58258127892493","3.59477282373898","3.41446237875428","3.12538622216308","2.79639054742712","2.54592522825031","2.44892714759159","2.55014678781155","2.77389694815475","3.03915817658541","3.23300529276348","3.30219429540187","3.2126193981627","3.03205194986527","2.82622105299098","2.68952963771919","2.67018011675719","2.80018136343304","3.02050120831602","3.25249112100326","3.42540628340916","3.52753474466653","3.53972693824832","3.4913875596482","3.43418480908415","3.39008235847215","3.34009773184196","3.2881107450102","3.23594954587449","3.17858188541569","3.12229829097581","3.07926910127581","3.05302368703234",
"Albania","ALB","Population growth (annual %)","SP.POP.GROW","3.01542305926732","3.12085537059054","3.05673050279088","2.95374876199632","2.88068642624326","2.75402123804227","2.63456387954101","2.63019034549493","2.84251071048949","2.8960833877323","2.55085117829323","2.4229720170788","2.49497310670312","2.36255222384825","2.29721417566909","2.3011538096943","2.20823525497527","2.21325217885547","2.07574189532527","1.98945701957156","2.04796386136191","2.00297430640894","2.11327178253342","2.12088533357751","2.10393661802013","2.05599460887143","1.93322081083734","1.99703995612751","1.88671052887888","2.68786198874035","1.79908559333186","-0.602809679480026","-0.606434726201759","-0.610165792730247","-0.613880506929603","-0.617703658436963","-0.62151139901728","-0.625430096900055","-0.629334392525913","-0.63335227398725","-0.637356833943492","-0.93847042771206","-0.299876697084691","-0.374149169291299","-0.417931377925999","-0.511790116421897","-0.630911244851673","-0.75571875541991","-0.767342959142321","-0.673894046451936","-0.49646196338738","-0.283303107545257","-0.147831247146874","-0.10772950693099","-0.0998300968586222",
"Arab World","ARB","Population growth (annual %)","SP.POP.GROW","","2.75146820736461","2.78041498163317","2.80293848833364","2.82124941923996","2.83479634279003","2.85271386364352","2.8665803119722","2.85654975667531","2.81785860871014","2.76721918599438","2.69462343375149","2.65889886966147","2.68785672077752","2.79584673108187","2.94819139142525","3.10688528990934","3.228206655706","3.2886083541735","3.27242922343376","3.20509025690137","3.12834239141901","3.06297071564563","2.99766914091721","2.9148097888198","2.90145263059789","2.85100989418731","2.76572597278646","2.69735520872077","2.6150885407575","3.54184706222603","2.70100867137026","1.74628899805917","2.54500193216035","2.48958725696555","2.98573945255328","2.16686474301039","2.07579252708783","2.01321102460921","2.02901595401606","2.0736287682038","2.13282542898521","2.17937596936373","2.22614266708752","2.27248333306287","2.31147180357256","2.35662665710852","2.38634362458832","2.38113607067056","2.32357629825147","2.23019828149565","2.1286356661513","2.06387394423575","2.01284571220486","1.96926609568813",
"United Arab Emirates","ARE","Population growth (annual %)","SP.POP.GROW","5.75339760386442","8.67332753523859","10.7094458213762","11.1250795605152","10.0379139097267","8.5037244856198","6.96054080106605","6.46022580316938","7.70340680000886","10.690444881422","14.0619437968195","16.1872365203943","16.9336470195397","17.107347224857","16.8569085030788","16.2480726104006","15.723131500083","14.899367744547","13.3773376729541","11.2959554038646","9.14762851615648","7.20668337485916","5.79794448030388","5.02943227085088","4.96916899707746","5.32932503952038","5.7473045736731","5.97673255397911","6.04364213775192","5.9068719418658","5.66029269572455","5.4666456751832","5.35580996160684","5.23403734780241","5.10141842033339","4.98724717650558","5.17042817974985","5.44182910271223","5.39077802411736","4.96458864791874","4.48399439316341","3.43470494140018","2.89082260168635","4.40781456607241","8.24050586336869","12.5742727879006","16.1412031396103","17.3149226330611","15.9321457624249","12.6874737474651","8.9567806820205","5.5702682877602","3.09504507074126","1.5144712261531","1.05893185938044",
"Argentina","ARG","Population growth (annual %)","SP.POP.GROW","1.63510990710856","1.61242977426881","1.59062745375731","1.56347998835238","1.52818426337436","1.49068114271969","1.44758897862205","1.41612297482978","1.41884861800271","1.46486629672107","1.53752859151786","1.62210197047599","1.68921691597507","1.71799446655659","1.69563332149003","1.63938237238999","1.57323263535163","1.5211146878939","1.48879727716637","1.48497201062832","1.50024811610579","1.5175376539487","1.52575835717206","1.52793396475286","1.5210847310479","1.50717691230016","1.49196462287342","1.47653032662839","1.45655932952864","1.43156659426594","1.40280108568286","1.37085718746776","1.33826557330891","1.30744607809974","1.27967734045598","1.25325709542503","1.22945622416939","1.20277375319756","1.16592769365226","1.11594173600693","1.05836337393896","0.998422507080818","0.945747278302308","0.907083654263898","0.887188811051699","0.881216292854415","0.878633058650859","0.874450862678323","0.872647405382906","0.872174170113582","0.872125701642859","0.874237510412883","0.875605639781153","0.870731748592342","0.857378697007401",
"Armenia","ARM","Population growth (annual %)","SP.POP.GROW","3.55528978042172","3.51690204227287","3.45176249003758","3.35232738248187","3.21781521410759","3.06357478023574","2.89797610703843","2.74452869583381","2.62370042437816","2.54538319902835","2.49423054520762","2.45088946841662","2.39543277514341","2.32276071925594","2.22633905324655","2.11572506110785","2.00343708168111","1.90178849446464","1.8136003273355","1.74310196972549","1.68494989656613","1.58880452878134","1.48271416110755","1.44076991230779","1.48240748590848","1.55612199432101","1.70333431223034","1.76680530256996","1.53243195844179","0.915369280687287","0.0557325922391068","-0.929150110002451","-1.79321951989429","-2.3412716297039","-2.39454676161161","-2.05039613077472","-1.55548318189086","-1.13366967730159","-0.790134993965073","-0.616682621839136","-0.574466264775964","-0.526006671033337","-0.424368759674222","-0.360675672439503","-0.342479421420492","-0.355430466942502","-0.399014924628863","-0.434822979147784","-0.415392972839647","-0.313978126098265","-0.157055826202578","0.0210539954782892","0.167228487830922","0.251780973683046","0.249104407005402",
"American Samoa","ASM","Population growth (annual %)","SP.POP.GROW","1.42424591131262","2.30190455266665","3.07746182316975","3.55843222879004","3.66988967082713","3.53571090207298","3.35329716967421","3.22060361538967","3.01971887683834","2.77726846044743","2.51186523284565","2.2606382201728","2.03531473549118","1.82253236068936","1.63066599354823","1.48430101659192","1.30443126120017","1.19644138015311","1.34317093353384","1.80012825835654","2.45154653535978","3.13018397994976","3.67045951093149","4.0200039488285","4.12234070998112","4.05598007851835","3.96645486240006","3.87402405851449","3.70228532535263","3.44076779706675","3.13730053692123","2.79825012812475","2.48645127606533","2.24885376811874","2.11063895587642","2.03864493874044","1.97010117196854","1.86653469759177","1.72684075597353","1.54262957737291","1.31946966358002","1.13054152320993","0.946074376140603","0.658488878700854","0.244976005061715","-0.244976005061708","-0.78968559885954","-1.25761923797873","-1.50648223581689","-1.42635121320875","-1.08866744999054","-0.652783852639941","-0.264488116357756","0.0670940157362578","0.280581258428817",
